"name","run.no.in.std.order","run.no","run.no.std.rp","version","threads","Blocks","time"
"611","33",611,"33.18","false_sharing","40",".18",""
"612","1",612,"1.18","base","1",".18",""
"613","15",613,"15.18","seq","4",".18",""
"614","32",614,"32.18","critical","40",".18",""
"615","14",615,"14.18","reduction","4",".18",""
"616","5",616,"5.18","seq","1",".18",""
"617","19",617,"19.18","reduction","8",".18",""
"618","27",618,"27.18","critical","20",".18",""
"619","34",619,"34.18","reduction","40",".18",""
"620","8",620,"8.18","false_sharing","2",".18",""
"621","26",621,"26.18","base","20",".18",""
"622","35",622,"35.18","seq","40",".18",""
"623","7",623,"7.18","critical","2",".18",""
"624","16",624,"16.18","base","8",".18",""
"625","10",625,"10.18","seq","2",".18",""
"626","11",626,"11.18","base","4",".18",""
"627","6",627,"6.18","base","2",".18",""
"628","4",628,"4.18","reduction","1",".18",""
"629","12",629,"12.18","critical","4",".18",""
"630","28",630,"28.18","false_sharing","20",".18",""
"631","26",631,"26.19","base","20",".19",""
"632","10",632,"10.19","seq","2",".19",""
"633","15",633,"15.19","seq","4",".19",""
"634","21",634,"21.19","base","10",".19",""
"635","7",635,"7.19","critical","2",".19",""
"636","22",636,"22.19","critical","10",".19",""
"637","31",637,"31.19","base","40",".19",""
"638","18",638,"18.19","false_sharing","8",".19",""
"639","35",639,"35.19","seq","40",".19",""
"640","20",640,"20.19","seq","8",".19",""
"641","1",641,"1.19","base","1",".19",""
"642","16",642,"16.19","base","8",".19",""
"643","23",643,"23.19","false_sharing","10",".19",""
"644","30",644,"30.19","seq","20",".19",""
"645","4",645,"4.19","reduction","1",".19",""
"646","14",646,"14.19","reduction","4",".19",""
"647","3",647,"3.19","false_sharing","1",".19",""
"648","6",648,"6.19","base","2",".19",""
"649","11",649,"11.19","base","4",".19",""
"650","32",650,"32.19","critical","40",".19",""
"651","5",651,"5.19","seq","1",".19",""
"652","27",652,"27.19","critical","20",".19",""
"653","12",653,"12.19","critical","4",".19",""
"654","33",654,"33.19","false_sharing","40",".19",""
"655","28",655,"28.19","false_sharing","20",".19",""
"656","25",656,"25.19","seq","10",".19",""
"657","9",657,"9.19","reduction","2",".19",""
"658","2",658,"2.19","critical","1",".19",""
"659","17",659,"17.19","critical","8",".19",""
"660","19",660,"19.19","reduction","8",".19",""
"661","13",661,"13.19","false_sharing","4",".19",""
"662","8",662,"8.19","false_sharing","2",".19",""
"663","34",663,"34.19","reduction","40",".19",""
"664","24",664,"24.19","reduction","10",".19",""
"665","29",665,"29.19","reduction","20",".19",""
"666","7",666,"7.20","critical","2",".20",""
"667","2",667,"2.20","critical","1",".20",""
"668","14",668,"14.20","reduction","4",".20",""
"669","19",669,"19.20","reduction","8",".20",""
"670","18",670,"18.20","false_sharing","8",".20",""
"671","27",671,"27.20","critical","20",".20",""
"672","4",672,"4.20","reduction","1",".20",""
"673","29",673,"29.20","reduction","20",".20",""
"674","1",674,"1.20","base","1",".20",""
"675","16",675,"16.20","base","8",".20",""
"676","9",676,"9.20","reduction","2",".20",""
"677","17",677,"17.20","critical","8",".20",""
"678","25",678,"25.20","seq","10",".20",""
"679","30",679,"30.20","seq","20",".20",""
"680","35",680,"35.20","seq","40",".20",""
"681","33",681,"33.20","false_sharing","40",".20",""
"682","26",682,"26.20","base","20",".20",""
"683","20",683,"20.20","seq","8",".20",""
"684","3",684,"3.20","false_sharing","1",".20",""
"685","5",685,"5.20","seq","1",".20",""
"686","24",686,"24.20","reduction","10",".20",""
"687","13",687,"13.20","false_sharing","4",".20",""
"688","15",688,"15.20","seq","4",".20",""
"689","28",689,"28.20","false_sharing","20",".20",""
"690","21",690,"21.20","base","10",".20",""
"691","6",691,"6.20","base","2",".20",""
"692","8",692,"8.20","false_sharing","2",".20",""
"693","31",693,"31.20","base","40",".20",""
"694","12",694,"12.20","critical","4",".20",""
"695","34",695,"34.20","reduction","40",".20",""
"696","22",696,"22.20","critical","10",".20",""
"697","32",697,"32.20","critical","40",".20",""
"698","10",698,"10.20","seq","2",".20",""
"699","11",699,"11.20","base","4",".20",""
"700","23",700,"23.20","false_sharing","10",".20",""
"701","7",701,"7.21","critical","2",".21",""
"702","11",702,"11.21","base","4",".21",""
"703","6",703,"6.21","base","2",".21",""
"704","33",704,"33.21","false_sharing","40",".21",""
"705","18",705,"18.21","false_sharing","8",".21",""
"706","3",706,"3.21","false_sharing","1",".21",""
"707","4",707,"4.21","reduction","1",".21",""
"708","28",708,"28.21","false_sharing","20",".21",""
"709","5",709,"5.21","seq","1",".21",""
"710","35",710,"35.21","seq","40",".21",""
"711","2",711,"2.21","critical","1",".21",""
"712","32",712,"32.21","critical","40",".21",""
"713","19",713,"19.21","reduction","8",".21",""
"714","29",714,"29.21","reduction","20",".21",""
"715","27",715,"27.21","critical","20",".21",""
"716","13",716,"13.21","false_sharing","4",".21",""
"717","8",717,"8.21","false_sharing","2",".21",""
"718","9",718,"9.21","reduction","2",".21",""
"719","1",719,"1.21","base","1",".21",""
"720","30",720,"30.21","seq","20",".21",""
"721","34",721,"34.21","reduction","40",".21",""
"722","17",722,"17.21","critical","8",".21",""
"723","31",723,"31.21","base","40",".21",""
"724","25",724,"25.21","seq","10",".21",""
"725","10",725,"10.21","seq","2",".21",""
"726","14",726,"14.21","reduction","4",".21",""
"727","24",727,"24.21","reduction","10",".21",""
"728","20",728,"20.21","seq","8",".21",""
"729","23",729,"23.21","false_sharing","10",".21",""
"730","15",730,"15.21","seq","4",".21",""
"731","26",731,"26.21","base","20",".21",""
"732","16",732,"16.21","base","8",".21",""
"733","12",733,"12.21","critical","4",".21",""
"734","21",734,"21.21","base","10",".21",""
"735","22",735,"22.21","critical","10",".21",""
"736","4",736,"4.22","reduction","1",".22",""
"737","15",737,"15.22","seq","4",".22",""
"738","29",738,"29.22","reduction","20",".22",""
"739","26",739,"26.22","base","20",".22",""
"740","16",740,"16.22","base","8",".22",""
"741","30",741,"30.22","seq","20",".22",""
"742","13",742,"13.22","false_sharing","4",".22",""
"743","18",743,"18.22","false_sharing","8",".22",""
"744","7",744,"7.22","critical","2",".22",""
"745","21",745,"21.22","base","10",".22",""
"746","19",746,"19.22","reduction","8",".22",""
"747","33",747,"33.22","false_sharing","40",".22",""
"748","17",748,"17.22","critical","8",".22",""
"749","23",749,"23.22","false_sharing","10",".22",""
"750","8",750,"8.22","false_sharing","2",".22",""
"751","34",751,"34.22","reduction","40",".22",""
"752","24",752,"24.22","reduction","10",".22",""
"753","6",753,"6.22","base","2",".22",""
"754","2",754,"2.22","critical","1",".22",""
"755","22",755,"22.22","critical","10",".22",""
"756","9",756,"9.22","reduction","2",".22",""
"757","5",757,"5.22","seq","1",".22",""
"758","20",758,"20.22","seq","8",".22",""
"759","28",759,"28.22","false_sharing","20",".22",""
"760","35",760,"35.22","seq","40",".22",""
"761","27",761,"27.22","critical","20",".22",""
"762","1",762,"1.22","base","1",".22",""
"763","10",763,"10.22","seq","2",".22",""
"764","25",764,"25.22","seq","10",".22",""
"765","31",765,"31.22","base","40",".22",""
"766","14",766,"14.22","reduction","4",".22",""
"767","32",767,"32.22","critical","40",".22",""
"768","11",768,"11.22","base","4",".22",""
"769","3",769,"3.22","false_sharing","1",".22",""
"770","12",770,"12.22","critical","4",".22",""
"771","1",771,"1.23","base","1",".23",""
"772","16",772,"16.23","base","8",".23",""
"773","23",773,"23.23","false_sharing","10",".23",""
"774","18",774,"18.23","false_sharing","8",".23",""
"775","9",775,"9.23","reduction","2",".23",""
"776","7",776,"7.23","critical","2",".23",""
"777","24",777,"24.23","reduction","10",".23",""
"778","14",778,"14.23","reduction","4",".23",""
"779","11",779,"11.23","base","4",".23",""
"780","35",780,"35.23","seq","40",".23",""
"781","33",781,"33.23","false_sharing","40",".23",""
"782","26",782,"26.23","base","20",".23",""
"783","25",783,"25.23","seq","10",".23",""
"784","29",784,"29.23","reduction","20",".23",""
"785","15",785,"15.23","seq","4",".23",""
"786","21",786,"21.23","base","10",".23",""
"787","34",787,"34.23","reduction","40",".23",""
"788","17",788,"17.23","critical","8",".23",""
"789","28",789,"28.23","false_sharing","20",".23",""
"790","3",790,"3.23","false_sharing","1",".23",""
"791","32",791,"32.23","critical","40",".23",""
"792","4",792,"4.23","reduction","1",".23",""
"793","30",793,"30.23","seq","20",".23",""
"794","6",794,"6.23","base","2",".23",""
"795","2",795,"2.23","critical","1",".23",""
"796","5",796,"5.23","seq","1",".23",""
"797","19",797,"19.23","reduction","8",".23",""
"798","8",798,"8.23","false_sharing","2",".23",""
"799","27",799,"27.23","critical","20",".23",""
"800","22",800,"22.23","critical","10",".23",""
"801","12",801,"12.23","critical","4",".23",""
"802","10",802,"10.23","seq","2",".23",""
"803","13",803,"13.23","false_sharing","4",".23",""
"804","31",804,"31.23","base","40",".23",""
"805","20",805,"20.23","seq","8",".23",""
"806","22",806,"22.24","critical","10",".24",""
"807","33",807,"33.24","false_sharing","40",".24",""
"808","14",808,"14.24","reduction","4",".24",""
"809","16",809,"16.24","base","8",".24",""
"810","26",810,"26.24","base","20",".24",""
"811","24",811,"24.24","reduction","10",".24",""
"812","35",812,"35.24","seq","40",".24",""
"813","1",813,"1.24","base","1",".24",""
"814","17",814,"17.24","critical","8",".24",""
"815","13",815,"13.24","false_sharing","4",".24",""
"816","19",816,"19.24","reduction","8",".24",""
"817","12",817,"12.24","critical","4",".24",""
"818","25",818,"25.24","seq","10",".24",""
"819","6",819,"6.24","base","2",".24",""
"820","23",820,"23.24","false_sharing","10",".24",""
"821","3",821,"3.24","false_sharing","1",".24",""
"822","10",822,"10.24","seq","2",".24",""
"823","11",823,"11.24","base","4",".24",""
"824","27",824,"27.24","critical","20",".24",""
"825","29",825,"29.24","reduction","20",".24",""
"826","18",826,"18.24","false_sharing","8",".24",""
"827","32",827,"32.24","critical","40",".24",""
"828","7",828,"7.24","critical","2",".24",""
"829","34",829,"34.24","reduction","40",".24",""
"830","28",830,"28.24","false_sharing","20",".24",""
"831","8",831,"8.24","false_sharing","2",".24",""
"832","15",832,"15.24","seq","4",".24",""
"833","4",833,"4.24","reduction","1",".24",""
"834","20",834,"20.24","seq","8",".24",""
"835","5",835,"5.24","seq","1",".24",""
"836","2",836,"2.24","critical","1",".24",""
"837","21",837,"21.24","base","10",".24",""
"838","9",838,"9.24","reduction","2",".24",""
"839","30",839,"30.24","seq","20",".24",""
"840","31",840,"31.24","base","40",".24",""
"841","3",841,"3.25","false_sharing","1",".25",""
"842","35",842,"35.25","seq","40",".25",""
"843","23",843,"23.25","false_sharing","10",".25",""
"844","15",844,"15.25","seq","4",".25",""
"845","34",845,"34.25","reduction","40",".25",""
"846","2",846,"2.25","critical","1",".25",""
"847","14",847,"14.25","reduction","4",".25",""
"848","25",848,"25.25","seq","10",".25",""
"849","16",849,"16.25","base","8",".25",""
"850","31",850,"31.25","base","40",".25",""
"851","33",851,"33.25","false_sharing","40",".25",""
"852","1",852,"1.25","base","1",".25",""
"853","7",853,"7.25","critical","2",".25",""
"854","13",854,"13.25","false_sharing","4",".25",""
"855","6",855,"6.25","base","2",".25",""
"856","17",856,"17.25","critical","8",".25",""
"857","30",857,"30.25","seq","20",".25",""
"858","20",858,"20.25","seq","8",".25",""
"859","24",859,"24.25","reduction","10",".25",""
"860","9",860,"9.25","reduction","2",".25",""
"861","8",861,"8.25","false_sharing","2",".25",""
"862","28",862,"28.25","false_sharing","20",".25",""
"863","4",863,"4.25","reduction","1",".25",""
"864","32",864,"32.25","critical","40",".25",""
"865","26",865,"26.25","base","20",".25",""
"866","19",866,"19.25","reduction","8",".25",""
"867","27",867,"27.25","critical","20",".25",""
"868","11",868,"11.25","base","4",".25",""
"869","5",869,"5.25","seq","1",".25",""
"870","22",870,"22.25","critical","10",".25",""
"871","12",871,"12.25","critical","4",".25",""
"872","10",872,"10.25","seq","2",".25",""
"873","21",873,"21.25","base","10",".25",""
"874","18",874,"18.25","false_sharing","8",".25",""
"875","29",875,"29.25","reduction","20",".25",""
"876","13",876,"13.26","false_sharing","4",".26",""
"877","12",877,"12.26","critical","4",".26",""
"878","26",878,"26.26","base","20",".26",""
"879","33",879,"33.26","false_sharing","40",".26",""
"880","27",880,"27.26","critical","20",".26",""
"881","20",881,"20.26","seq","8",".26",""
"882","15",882,"15.26","seq","4",".26",""
"883","17",883,"17.26","critical","8",".26",""
"884","14",884,"14.26","reduction","4",".26",""
"885","28",885,"28.26","false_sharing","20",".26",""
"886","34",886,"34.26","reduction","40",".26",""
"887","3",887,"3.26","false_sharing","1",".26",""
"888","6",888,"6.26","base","2",".26",""
"889","2",889,"2.26","critical","1",".26",""
"890","16",890,"16.26","base","8",".26",""
"891","1",891,"1.26","base","1",".26",""
"892","7",892,"7.26","critical","2",".26",""
"893","11",893,"11.26","base","4",".26",""
"894","23",894,"23.26","false_sharing","10",".26",""
"895","5",895,"5.26","seq","1",".26",""
"896","35",896,"35.26","seq","40",".26",""
"897","25",897,"25.26","seq","10",".26",""
"898","30",898,"30.26","seq","20",".26",""
"899","18",899,"18.26","false_sharing","8",".26",""
"900","21",900,"21.26","base","10",".26",""
"901","22",901,"22.26","critical","10",".26",""
"902","32",902,"32.26","critical","40",".26",""
"903","10",903,"10.26","seq","2",".26",""
"904","4",904,"4.26","reduction","1",".26",""
"905","19",905,"19.26","reduction","8",".26",""
"906","8",906,"8.26","false_sharing","2",".26",""
"907","29",907,"29.26","reduction","20",".26",""
"908","31",908,"31.26","base","40",".26",""
"909","24",909,"24.26","reduction","10",".26",""
"910","9",910,"9.26","reduction","2",".26",""
"911","26",911,"26.27","base","20",".27",""
"912","16",912,"16.27","base","8",".27",""
"913","13",913,"13.27","false_sharing","4",".27",""
"914","20",914,"20.27","seq","8",".27",""
"915","8",915,"8.27","false_sharing","2",".27",""
"916","22",916,"22.27","critical","10",".27",""
"917","31",917,"31.27","base","40",".27",""
"918","35",918,"35.27","seq","40",".27",""
"919","25",919,"25.27","seq","10",".27",""
"920","3",920,"3.27","false_sharing","1",".27",""
"921","24",921,"24.27","reduction","10",".27",""
"922","34",922,"34.27","reduction","40",".27",""
"923","32",923,"32.27","critical","40",".27",""
"924","5",924,"5.27","seq","1",".27",""
"925","29",925,"29.27","reduction","20",".27",""
"926","30",926,"30.27","seq","20",".27",""
"927","4",927,"4.27","reduction","1",".27",""
"928","14",928,"14.27","reduction","4",".27",""
"929","18",929,"18.27","false_sharing","8",".27",""
"930","11",930,"11.27","base","4",".27",""
"931","28",931,"28.27","false_sharing","20",".27",""
"932","19",932,"19.27","reduction","8",".27",""
"933","2",933,"2.27","critical","1",".27",""
"934","12",934,"12.27","critical","4",".27",""
"935","17",935,"17.27","critical","8",".27",""
"936","10",936,"10.27","seq","2",".27",""
"937","15",937,"15.27","seq","4",".27",""
"938","27",938,"27.27","critical","20",".27",""
"939","33",939,"33.27","false_sharing","40",".27",""
"940","6",940,"6.27","base","2",".27",""
"941","23",941,"23.27","false_sharing","10",".27",""
"942","7",942,"7.27","critical","2",".27",""
"943","21",943,"21.27","base","10",".27",""
"944","9",944,"9.27","reduction","2",".27",""
"945","1",945,"1.27","base","1",".27",""
"946","22",946,"22.28","critical","10",".28",""
"947","18",947,"18.28","false_sharing","8",".28",""
"948","30",948,"30.28","seq","20",".28",""
"949","17",949,"17.28","critical","8",".28",""
"950","27",950,"27.28","critical","20",".28",""
"951","35",951,"35.28","seq","40",".28",""
"952","20",952,"20.28","seq","8",".28",""
"953","19",953,"19.28","reduction","8",".28",""
"954","31",954,"31.28","base","40",".28",""
"955","1",955,"1.28","base","1",".28",""
"956","16",956,"16.28","base","8",".28",""
"957","28",957,"28.28","false_sharing","20",".28",""
"958","7",958,"7.28","critical","2",".28",""
"959","29",959,"29.28","reduction","20",".28",""
"960","10",960,"10.28","seq","2",".28",""
"961","24",961,"24.28","reduction","10",".28",""
"962","4",962,"4.28","reduction","1",".28",""
"963","26",963,"26.28","base","20",".28",""
"964","3",964,"3.28","false_sharing","1",".28",""
"965","9",965,"9.28","reduction","2",".28",""
"966","33",966,"33.28","false_sharing","40",".28",""
"967","32",967,"32.28","critical","40",".28",""
"968","14",968,"14.28","reduction","4",".28",""
"969","11",969,"11.28","base","4",".28",""
"970","5",970,"5.28","seq","1",".28",""
"971","13",971,"13.28","false_sharing","4",".28",""
"972","23",972,"23.28","false_sharing","10",".28",""
"973","8",973,"8.28","false_sharing","2",".28",""
"974","21",974,"21.28","base","10",".28",""
"975","6",975,"6.28","base","2",".28",""
"976","34",976,"34.28","reduction","40",".28",""
"977","2",977,"2.28","critical","1",".28",""
"978","15",978,"15.28","seq","4",".28",""
"979","12",979,"12.28","critical","4",".28",""
"980","25",980,"25.28","seq","10",".28",""
"981","30",981,"30.29","seq","20",".29",""
"982","13",982,"13.29","false_sharing","4",".29",""
"983","33",983,"33.29","false_sharing","40",".29",""
"984","34",984,"34.29","reduction","40",".29",""
"985","19",985,"19.29","reduction","8",".29",""
"986","11",986,"11.29","base","4",".29",""
"987","14",987,"14.29","reduction","4",".29",""
"988","24",988,"24.29","reduction","10",".29",""
"989","16",989,"16.29","base","8",".29",""
"990","1",990,"1.29","base","1",".29",""
"991","25",991,"25.29","seq","10",".29",""
"992","32",992,"32.29","critical","40",".29",""
"993","17",993,"17.29","critical","8",".29",""
"994","31",994,"31.29","base","40",".29",""
"995","23",995,"23.29","false_sharing","10",".29",""
"996","28",996,"28.29","false_sharing","20",".29",""
"997","4",997,"4.29","reduction","1",".29",""
"998","12",998,"12.29","critical","4",".29",""
"999","3",999,"3.29","false_sharing","1",".29",""
"1000","8",1000,"8.29","false_sharing","2",".29",""
"1001","6",1001,"6.29","base","2",".29",""
"1002","35",1002,"35.29","seq","40",".29",""
"1003","15",1003,"15.29","seq","4",".29",""
"1004","7",1004,"7.29","critical","2",".29",""
"1005","26",1005,"26.29","base","20",".29",""
"1006","27",1006,"27.29","critical","20",".29",""
"1007","22",1007,"22.29","critical","10",".29",""
"1008","29",1008,"29.29","reduction","20",".29",""
"1009","5",1009,"5.29","seq","1",".29",""
"1010","21",1010,"21.29","base","10",".29",""
"1011","20",1011,"20.29","seq","8",".29",""
"1012","18",1012,"18.29","false_sharing","8",".29",""
"1013","10",1013,"10.29","seq","2",".29",""
"1014","9",1014,"9.29","reduction","2",".29",""
"1015","2",1015,"2.29","critical","1",".29",""
"1016","4",1016,"4.30","reduction","1",".30",""
"1017","3",1017,"3.30","false_sharing","1",".30",""
"1018","21",1018,"21.30","base","10",".30",""
"1019","33",1019,"33.30","false_sharing","40",".30",""
"1020","23",1020,"23.30","false_sharing","10",".30",""
"1021","9",1021,"9.30","reduction","2",".30",""
"1022","26",1022,"26.30","base","20",".30",""
"1023","25",1023,"25.30","seq","10",".30",""
"1024","7",1024,"7.30","critical","2",".30",""
"1025","22",1025,"22.30","critical","10",".30",""
"1026","15",1026,"15.30","seq","4",".30",""
"1027","18",1027,"18.30","false_sharing","8",".30",""
"1028","16",1028,"16.30","base","8",".30",""
"1029","8",1029,"8.30","false_sharing","2",".30",""
"1030","29",1030,"29.30","reduction","20",".30",""
"1031","24",1031,"24.30","reduction","10",".30",""
"1032","32",1032,"32.30","critical","40",".30",""
"1033","27",1033,"27.30","critical","20",".30",""
"1034","13",1034,"13.30","false_sharing","4",".30",""
"1035","6",1035,"6.30","base","2",".30",""
"1036","2",1036,"2.30","critical","1",".30",""
"1037","19",1037,"19.30","reduction","8",".30",""
"1038","30",1038,"30.30","seq","20",".30",""
"1039","31",1039,"31.30","base","40",".30",""
"1040","35",1040,"35.30","seq","40",".30",""
"1041","14",1041,"14.30","reduction","4",".30",""
"1042","20",1042,"20.30","seq","8",".30",""
"1043","28",1043,"28.30","false_sharing","20",".30",""
"1044","10",1044,"10.30","seq","2",".30",""
"1045","11",1045,"11.30","base","4",".30",""
"1046","5",1046,"5.30","seq","1",".30",""
"1047","17",1047,"17.30","critical","8",".30",""
"1048","1",1048,"1.30","base","1",".30",""
"1049","34",1049,"34.30","reduction","40",".30",""
"1050","12",1050,"12.30","critical","4",".30",""
